,Dates,6/30/1995,9/30/1995,12/31/1995,3/31/1996,6/30/1996,9/30/1996,12/31/1996,3/31/1997,6/30/1997,9/30/1997,12/31/1997,3/31/1998,6/30/1998,9/30/1998,12/31/1998,3/31/1999,6/30/1999,9/30/1999,12/31/1999,3/31/2000,6/30/2000,9/29/2000,12/29/2000,3/30/2001,6/29/2001,9/28/2001,12/31/2001,3/29/2002,6/28/2002,9/30/2002,12/31/2002,3/31/2003,6/30/2003,9/30/2003,12/31/2003,3/31/2004,6/30/2004,9/30/2004,12/31/2004,3/31/2005,6/30/2005,9/30/2005,12/30/2005,3/31/2006,6/30/2006,9/29/2006,12/29/2006,3/30/2007,6/29/2007,9/28/2007,12/31/2007,3/31/2008,6/30/2008,9/30/2008,12/31/2008,3/31/2009,6/30/2009,9/30/2009,12/31/2009,3/31/2010,6/30/2010,9/30/2010,12/31/2010,3/31/2011,6/30/2011,9/30/2011,12/30/2011,3/30/2012,6/29/2012,9/28/2012,12/31/2012,3/29/2013,6/28/2013,9/30/2013,12/31/2013,3/31/2014,6/30/2014,9/30/2014,12/31/2014,3/31/2015,6/30/2015,9/30/2015,12/31/2015,3/31/2016,6/30/2016,9/30/2016,12/30/2016,3/31/2017,6/30/2017,9/29/2017,12/29/2017,3/30/2018,6/29/2018,9/28/2018,12/31/2018
BDX US  EQUITY,TOT_RETURN_INDEX_NET_DVDS,14.67,15.891,19.014,20.814,20.456,22.622,22.243,23.137,26.098,24.744,25.914,35.356,40.405,42.893,44.615,40.134,31.495,29.547,28.463,27.888,30.505,28.204,37.043,37.889,38.497,39.903,35.859,40.911,37.463,30.984,33.592,37.808,42.755,39.861,45.572,53.864,57.72,57.78,63.681,65.698,59.194,59.347,68.258,70.202,69.938,81.106,80.779,88.833,86.354,95.411,97.518,100.496,95.491,94.585,81.017,80.064,85.327,83.852,95.255,95.55,82.504,90.89,104.195,98.658,107.289,91.758,94.09,98.363,95.275,100.72,100.889,124.06,128.893,131.098,145.55,154.961,157.294,152.033,186.695,193.436,191.64,180.28,210.295,208.126,233.397,248.27,229.701,255.533,272.819,274.996,301.446,306.188,339.593,371.071,321.396
ROP US  EQUITY,TOT_RETURN_INDEX_NET_DVDS,8.7842,9.7393,9.2564,11.6084,12.3208,11.9605,9.9235,10.709,13.2161,17.2243,14.444,15.2116,13.4142,8.9419,10.5305,12.3793,16.6331,19.9185,19.7272,17.742,13.4276,17.432,17.4031,18.8853,22.0688,19.0627,26.2687,26.4406,19.8626,18.4137,19.5839,15.4714,20.0071,23.4744,26.601,26.1037,30.8458,31.2039,33.0539,35.6903,38.9537,42.9498,43.2545,53.3152,51.3174,49.1738,55.2908,60.4778,62.9979,72.3435,69.1416,65.8052,73.0205,63.2097,48.2543,47.2777,50.5579,56.9957,58.6495,64.8931,62.8841,73.3689,86.1544,97.6011,94.1529,77.9899,98.4666,112.5728,112.074,125.1134,127.276,145.349,142.0093,152.0936,158.9505,153.2461,167.8441,168.3975,180.2224,198.5898,199.4141,181.4554,220.1004,212.3061,198.4551,212.6949,213.7572,241.5452,271.2939,285.6268,304.357,330.3529,325.2273,349.6773,315.0667
HUM US  EQUITY,TOT_RETURN_INDEX_NET_DVDS,17.75,20.125,27.375,25.125,17.875,20.25,19,22,23.125,23.813,20.75,24.813,31.188,16.375,17.813,17.25,12.938,6.875,8.188,7.313,4.875,10.75,15.25,10.48,9.85,12.06,11.79,13.53,15.63,12.4,10,9.6,15.1,18.05,22.85,19.02,16.9,19.98,29.69,31.94,39.74,47.88,54.33,52.65,53.7,66.09,55.31,58.02,60.91,69.88,75.31,44.86,39.77,41.2,37.28,26.08,32.26,37.3,43.89,46.77,45.67,50.24,54.74,69.94,80.784,73.189,88.415,93.593,78.628,71.492,70.21,70.977,86.937,96.435,106.934,117.057,132.925,135.888,150.091,186.322,200.497,187.938,187.729,192.699,189.765,186.611,215.594,218.562,255.545,259.168,264.315,286.97,318.248,362.511,307.326
BXP US  EQUITY,TOT_RETURN_INDEX_NET_DVDS,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,27.25,32.813,33.909,36.089,35.296,29.97,32.976,34.658,39.785,34.534,35.539,36.847,45.362,51.051,52.34,46.9,50.6,47.919,48.483,51.07,52.505,49.678,50.05,52.28,61.294,61.72,69.321,79.049,73.836,82.638,97.466,91.775,107.718,114.114,120.402,152.52,149.005,171.449,195.893,206.773,181.064,185.441,175.589,177.375,175.111,183.093,108.968,70.769,97.393,134.833,138.956,157.322,149.769,175.526,182.87,202.531,227.768,192.218,216.063,228.956,237.579,243.698,234.556,225.473,236.784,241.456,233.255,267.693,277.754,273.601,316.142,346.71,300.304,295.422,322.885,323.37,337.327,350.191,325.166,344.263,321.794,323.391,344.333,328.415,336.419,332.767,306.855
BIIB US  EQUITY,TOT_RETURN_INDEX_NET_DVDS,0.864,1.209,2.994,3.416,3.55,3.684,3.646,3.656,3.723,6.429,5.277,6.793,3.617,3.646,7.215,7.887,11.83,14.435,30.166,30.166,36.019,53.841,58.202,36.844,62.349,45.659,63.492,59.227,32.653,38.244,30.553,31.52,31.281,30.663,33.804,51.213,58.26,56.344,61.355,31.787,31.732,36.365,41.707,43.384,42.665,41.155,45.309,40.878,49.279,61.097,52.429,56.823,51.48,46.322,43.872,48.284,41.588,46.534,49.279,52.862,43.706,51.692,61.76,67.673,98.484,85.801,101.367,116.059,132.989,137.438,134.822,177.421,198.221,221.764,257.514,281.737,290.432,304.709,312.668,388.926,372.07,268.787,282.179,239.781,222.741,288.332,261.206,273.42,271.36,313.12,318.57,273.82,290.24,353.31,300.92
RE US  EQUITY,TOT_RETURN_INDEX_NET_DVDS,#N/A N/A,#N/A N/A,23.4094,23.6917,25.981,24.882,28.9341,29.6007,39.9766,41.4071,41.7035,41.6326,38.9623,37.8096,39.5753,31.7542,33.2787,24.342,22.8664,33.5125,33.8266,51.0064,73.8799,68.6864,77.3157,66.9477,73.2313,71.9015,58.0909,57.0444,57.5826,59.6724,79.8926,78.5906,88.5604,89.5432,84.3232,78.1068,94.2239,89.6561,98.0893,103.3771,106.0731,98.814,91.7408,103.4906,104.3557,102.7985,116.6475,118.9117,108.8099,97.505,87.2745,95.3022,84.5134,79.1858,80.6241,99.3572,97.6161,92.7359,81.5717,100.3378,98.9848,103.4764,96.447,94.2058,100.3598,111.0078,124.761,129.5453,133.7764,158.6065,157.2352,178.8776,192.673,190.1352,200.3178,203.1459,214.7177,220.5587,231.9151,222.1036,236.0591,256.0583,238.4413,249.4504,285.858,310.5155,339.8124,306.3763,298.5265,348.273,314.3615,313.4484,300.7041
ILMN US  EQUITY,TOT_RETURN_INDEX_NET_DVDS,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,22.688,8.031,3.531,5.89,3.25,5.88,4.73,3.36,1.72,1.685,1.13,1.405,2.675,3.525,3.75,3.165,2.955,4.74,4.04,6.035,6.405,7.05,11.875,14.83,16.52,19.655,14.65,20.295,25.94,29.63,37.95,43.555,40.53,26.05,37.24,38.94,42.5,30.68,38.9,43.53,49.2,63.34,70.07,75.15,40.92,30.48,52.61,40.39,48.19,55.59,53.98,74.84,80.83,110.59,148.66,178.54,163.92,184.58,185.64,218.36,175.82,191.945,162.11,140.38,181.66,128.04,170.64,173.52,199.2,218.49,236.42,279.29,367.06,299.93
ANTM US  EQUITY,TOT_RETURN_INDEX_NET_DVDS,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,24.75,28.785,33.74,32.5,31.45,33.125,38.575,35.665,37.5,45.32,44.78,43.625,57.5,62.675,69.64,75.82,79.79,77.43,72.77,77.05,78.69,81.1,79.83,78.92,87.73,44.13,47.66,46.77,42.13,37.97,50.89,47.36,58.29,64.38,48.93,56.64,56.86,70.045,79.32,65.992,67.217,75.214,65.29,59.66,62.974,68.874,85.524,87.749,97.369,105.417,114.421,127.663,134.574,166.062,177.207,151.791,151.894,152.147,144.469,138.548,159.67,184.391,210.48,213.21,253.443,248.273,269.866,311.56,299.341
CME US  EQUITY,TOT_RETURN_INDEX_NET_DVDS,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,8.732,9.662,14.004,13.866,14.625,19.606,29.32,32.818,46.587,39.618,60.451,69.108,75.393,91.945,101.056,98.542,105.154,110.008,110.575,121.728,142.348,97.562,79.931,78.797,44.368,52.86,66.978,66.627,72.892,68.837,61.548,57.187,70.899,66.754,64.878,55.112,54.821,66.33,61.974,66.742,61.023,74.494,92.733,90.766,100.085,94.999,91.672,103.947,118.418,127.176,125.617,125.845,127.508,136.047,138.827,149.813,170.775,176.825,187.441,204.132,225.98,251.296,255.721,266.604,298.567
O US  EQUITY,TOT_RETURN_INDEX_NET_DVDS,11.0796,11.3259,12.5688,11.762,12.0316,13.472,14.4245,14.1618,16.4676,17.2015,16.5468,18.0076,17.7973,17.1255,17.4761,15.0952,17.4453,17.3775,15.8859,15.2142,19.0788,19.3129,21.0798,22.9448,26.1108,26.122,27.0049,31.0435,35.0989,33.0242,34.4216,35.7554,38.6815,40.8783,41.8582,47.3838,44.9621,49.2433,56.0471,51.4269,57.0433,55.2465,50.7461,57.6763,53.0002,60.7175,69.0192,71.2214,64.5194,72.6791,71.2872,68.7546,62.1076,71.0126,65.471,54.4869,64.708,77.015,79.1456,95.147,95.2908,107.3496,110.2519,114.0697,110.6707,107.9352,118.5484,132.882,144.9078,143.398,142.6393,162.838,152.3017,146.3309,139.337,154.5115,170.0899,158.1921,187.1896,204.6651,178.2529,192.6251,212.2441,259.6009,290.8177,283.1312,245.7386,257.1754,241.0576,252.6269,254.7863,234.1232,246.5154,263.7525,295.3754
AVGO US  EQUITY,TOT_RETURN_INDEX_NET_DVDS,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,17.07,18.29,20.5625,21.06,22.51,28.4873,31.2663,38.3056,33.1325,29.3015,39.7024,36.7394,35.8425,32.7024,37.2909,39.048,45.2603,55.8166,68.2758,76.7055,92.9335,107.8302,136.5163,143.3194,135.211,157.4745,168.171,169.6846,188.9345,194.7006,242.2764,258.972,270.618,288.5376,266.5535,276.3008,283.0091,294.765
MCD US  EQUITY,TOT_RETURN_INDEX_NET_DVDS,19.634,19.231,22.722,24.202,23.608,23.962,22.987,23.977,24.557,24.249,24.354,30.65,35.295,30.575,39.397,46.532,42.286,44.522,41.543,38.516,33.943,31.109,35.266,27.538,28.067,28.15,27.68,29.019,29.751,18.467,17.046,15.328,23.385,24.954,26.722,30.747,27.982,30.166,35.135,34.127,30.412,36.703,37.7,38.415,37.566,43.737,50.756,51.58,58.118,62.366,69.221,65.982,66.944,73.907,75.137,66.563,70.706,70.816,78.149,84.219,83.827,95.539,99.191,99.131,110.675,116.043,133.566,131.514,119.614,124.943,121.192,138.066,138.198,135.393,137.687,140.291,145.321,137.944,137.533,144.245,141.976,148.443,179.373,192.272,185.455,179.152,190.501,204.351,242.971,250.02,276.271,252.614,254.721,273.646,292.249
UNH US  EQUITY,TOT_RETURN_INDEX_NET_DVDS,5.175,6.113,8.177,7.692,6.319,5.209,5.631,5.96,6.511,6.261,6.222,8.111,7.978,4.384,5.394,6.596,7.85,6.103,6.659,7.477,10.754,12.384,15.394,14.871,15.496,16.688,17.759,19.185,22.983,21.896,20.962,23.021,25.238,25.274,29.221,32.381,31.28,37.054,44.234,47.943,52.416,56.498,62.469,56.186,45.041,49.487,54.044,53.309,51.468,48.74,58.573,34.61,26.441,25.575,26.794,21.113,25.198,25.259,30.746,32.955,28.792,35.723,36.862,46.27,52.977,47.537,52.413,61.133,60.899,57.914,56.915,60.265,69.278,76.046,80.269,87.715,87.871,93.107,109.533,128.595,133.184,127.196,129.531,142.515,156.825,156.212,179.278,184.409,209.349,221.961,250.674,244.141,280.879,305.594,287.074
CHTR US  EQUITY,TOT_RETURN_INDEX_NET_DVDS,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,39.261,38.155,39.04,35.943,43.066,55.994,60.009,51.803,62.973,70.173,78.379,83.013,84.318,115.218,136.972,149.038,151.25,136.253,175.16,167.408,184.273,213.57,189.394,194.481,202.499,223.877,228.64,269.97,287.92,327.32,336.85,363.42,335.96,311.22,293.21,325.88,284.97
CLX US  EQUITY,TOT_RETURN_INDEX_NET_DVDS,16.588,18.291,18.489,22.375,23.178,25.239,26.576,29.901,35.34,39.894,42.846,46.583,52.03,45.055,64.019,64.424,58.906,42.338,56.029,36.859,50.341,44.672,40.282,35.915,38.913,42.785,46.002,51.014,48.575,47.473,49.004,55.162,51.2,55.406,59.004,59.751,66.045,65.812,73.122,78.54,69.778,69.908,71.983,76.106,77.877,80.859,82.707,82.506,80.821,79.868,85.898,75.152,69.763,84.495,75.52,70.638,77.24,82.057,85.829,91.009,88.883,96.259,91.985,102.739,99.676,98.845,100.065,104.261,110.843,111.187,113.972,138.951,131.427,130.243,149.015,142.532,149.189,158.039,172.773,184.272,174.823,195.519,215.997,216.008,238.579,217.089,209.544,236.957,235.55,234.689,266.379,239.783,245.672,275.15,283.745
SPGI US  EQUITY,TOT_RETURN_INDEX_NET_DVDS,9.644,10.469,11.236,11.27,11.97,11.239,12.25,13.674,15.834,18.329,20.142,20.811,22.412,21.9,28.273,30.367,30.172,27.172,34.744,25.776,30.734,36.318,33.643,34.372,38.258,33.794,35.56,39.953,35.087,36.125,35.814,33.104,37.088,37.332,42.184,46.119,46.562,48.654,56.08,53.645,54.618,59.499,64.145,71.824,62.829,72.82,85.592,79.364,86.178,64.707,55.936,47.426,51.778,41.003,30.4,30.319,40.209,33.818,45.405,48.631,38.705,45.855,50.849,55.386,59.265,58.329,64.37,69.765,65.139,79.427,83.637,80.159,82.296,101.955,122.015,119.496,130.526,133.265,140.871,164.219,160.031,138.298,158.154,159.451,173.347,205.147,174.839,213.224,238.795,256.367,278.529,314.962,336.951,323.695,282.328
COST US  EQUITY,TOT_RETURN_INDEX_NET_DVDS,8.125,8.563,7.625,9.375,10.813,10.25,12.563,13.813,16.438,18.813,22.313,26.688,31.531,23.688,36.094,45.781,40.031,36,45.625,52.563,33,34.938,39.938,39.25,41.08,35.56,44.38,39.82,38.62,32.37,28.06,30.03,36.6,31.15,37.18,37.61,41.293,41.726,48.762,44.597,45.274,43.726,50.318,55.218,58.38,50.894,54.295,55.42,60.398,63.492,72.328,67.51,73.04,67.779,54.983,48.689,48.311,59.715,62.866,63.633,58.631,69.206,77.743,79.155,87.963,89.203,90.751,99.18,104.11,110.081,116.561,125.613,131.252,137.068,142.006,133.609,138.197,150.842,171.06,189.406,169.326,181.744,203.546,199.142,199.048,193.824,204.108,214.343,213.333,219.835,249.774,253.534,282.004,317.737,276.229
APD US  EQUITY,TOT_RETURN_INDEX_NET_DVDS,26.0183,24.4478,24.8626,25.8686,27.4227,27.8525,33.1827,32.7149,39.3017,40.2631,40.0753,40.5281,39.2932,29.3852,39.6843,34.1435,40.2987,29.4741,34.001,28.9894,31.5931,37.1109,42.4573,39.9645,47.8234,40.5444,49.5084,54.7211,53.6967,44.9182,45.9343,44.7405,45.1756,49.2234,57.9121,55.1942,58.0817,60.5383,64.8561,71.1694,68.167,62.6999,67.6667,77.207,73.8445,77.0624,81.9913,86.7292,94.6936,115.6303,117.0968,109.7537,118.4637,82.6152,61.18,69.0138,79.7901,96.3892,101.264,92.9929,82.1087,105.5464,116.5318,116.2883,124.0114,99.812,112.0991,121.6406,107.8493,111.3366,113.9866,119.1649,126.2102,147.8592,156.0657,167.2931,181.8386,185.1085,206.1652,217.3814,197.7789,185.5958,190.4355,212.0871,210.4192,222.7149,233.2822,220.9836,235.241,248.6589,273.0491,266.4758,262.7894,283.7477,273.7261
RTN US  EQUITY,TOT_RETURN_INDEX_NET_DVDS,39.2494,43.1843,48.1166,52.4015,52.986,57.3216,49.78,46.8713,53.2165,61.9274,53.281,61.8006,62.8064,57.5083,56.9906,62.9638,75.9325,53.6702,28.9477,19.5551,21.2077,31.6288,35.0142,33.1177,30.1256,39.7223,37.5608,47.486,47.3844,34.2498,36.4289,33.6094,39.1733,33.6013,36.549,38.1307,43.8001,47.0204,48.319,48.431,49.232,48.1275,51.1037,58.3461,57.0295,61.7657,68.5733,68.4629,70.6619,84.0167,80.2451,85.7848,74.7248,71.3933,68.8347,52.5162,60.4031,65.6858,71.4441,79.2098,67.5457,64.3061,65.7404,72.7541,71.9029,59.4561,71.7799,78.3081,84.7574,86.3758,88.5366,90.4286,102.6696,121.5294,143.892,157.6863,148.213,164.2463,174.8329,178.6524,157.5548,179.9168,206.3131,204.2755,227.7991,229.3401,241.7475,259.6232,277.7257,320.8946,324.4551,374.3609,336.4223,361.4914,270.9023
NFLX US  EQUITY,TOT_RETURN_INDEX_NET_DVDS,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,0.999,0.693,0.786,1.454,1.825,2.397,3.906,4.874,5.143,2.203,1.761,1.55,2.344,3.713,3.866,4.141,3.887,3.254,3.694,3.313,2.77,2.964,3.803,4.95,3.724,4.411,4.27,6.131,5.906,6.596,7.87,10.534,15.521,23.166,25.1,33.969,37.527,16.181,9.899,16.434,9.784,7.777,13.227,27.04,30.156,44.173,52.596,50.29,62.943,64.454,48.801,59.527,93.849,103.26,114.38,102.23,91.48,98.55,123.8,147.81,149.41,181.35,191.96,295.35,391.43,374.13,267.66
SNA US  EQUITY,TOT_RETURN_INDEX_NET_DVDS,26.231,25.895,31.025,32.251,32.867,33.649,37.529,41.028,41.906,49.274,46.893,49.3,39.355,33.678,38.299,32.135,40.353,36.485,30.042,29.906,30.654,27.348,32.671,34.402,28.769,26.839,40.777,41.557,36.51,28.509,35.185,31.305,37.003,35.545,41.8,42.265,44.183,36.577,45.974,42.847,46.572,49.39,51.71,52.846,56.419,62.579,67.299,68.311,72.098,71.113,69.683,73.886,75.943,77.281,58.3,37.583,43.479,53.001,64.947,67.081,63.743,72.986,89.338,95.349,99.718,71.351,81.855,99.141,101.813,118.119,130.487,137.283,148.992,166.524,184.065,191.49,200.761,205.813,233.336,251.857,273.659,260.233,296.629,272.789,275.256,266.093,301.184,297.844,280.209,265.504,312.186,265.671,290.983,333.973,265.813
ARE US  EQUITY,TOT_RETURN_INDEX_NET_DVDS,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,21.9375,28.7239,32.1943,32.7266,31.3158,28.7553,33.6935,29.2487,35.0487,33.0158,36.6867,35.0924,40.6216,40.6401,44.6013,45.8084,48.8901,49.0342,51.6785,56.7102,63.4497,55.2041,56.6846,56.662,60.6371,66.2446,80.644,88.583,80.709,94.3385,107.7773,94.1934,108.4598,123.1086,120.8839,144.2056,135.2073,144.1062,155.3829,156.4907,152.1326,152.4495,162.2645,149.2355,157.949,183.8408,99.953,61.7143,61.2754,93.6403,111.3551,117.6895,110.9306,123.1526,129.6829,138.8332,138.6621,110.8064,125.3807,133.8424,134.0695,136.5262,129.7808,134.0039,125.3362,123.0459,123.9141,142.7147,154.1469,147.8418,179.3576,199.6598,179.6602,175.4963,188.8575,191.6375,220.0159,232.8135,239.6838,240.1697,263.6599,262.283,289.8836,279.2501,284.1888,285.4798,263.7632
NSC US  EQUITY,TOT_RETURN_INDEX_NET_DVDS,22.8244,25.505,27.2712,29.4544,29.5228,32.051,31.0619,30.2958,36.0432,37.137,33.1181,40.8278,32.7644,32.1668,35.2901,29.5917,33.9894,27.8327,23.4852,16.5252,17.4545,17.193,16.0074,20.2027,25.1206,19.5742,22.3375,29.2526,28.6484,24.8251,24.662,22.9803,23.8512,23.079,29.6182,27.7663,33.446,37.6453,45.9438,47.1837,39.5632,52.0116,57.6682,69.7789,68.8785,57.2507,65.5846,66.2812,69.1512,68.613,67.0056,72.5616,84.1231,89.2611,63.7862,46.158,52.0124,59.9895,73.4422,78.8533,75.2826,84.9777,90.224,100.1411,108.9228,89.2332,107.1758,97.461,106.9325,95.4477,93.5187,117.4117,111.3995,119.4494,144.2163,151.8471,161.9242,176.3575,174.1121,164.3922,140.3609,123.6285,137.8865,136.8915,140.9122,161.7414,181.2435,188.7393,206.2081,225.272,247.9778,233.497,260.7722,313.4407,260.9123
COO US  EQUITY,TOT_RETURN_INDEX_NET_DVDS,3,4,3.75,4.5,5.875,6.5625,8.625,10.125,11.625,18.375,20.4375,21.2188,18.2188,8.8125,10.3438,7.6875,12.4799,15.4625,15.0978,16.1442,18.2544,17.7629,20.0349,23.7906,25.8534,23.59,25.1655,23.8664,23.7377,26.4593,25.2442,30.1679,35.1122,41.151,47.6257,54.5679,63.8682,69.3077,71.4014,73.7379,61.5894,77.5281,51.9477,54.7121,44.8781,54.2103,45.1212,49.2987,54.0946,53.1815,38.5813,34.9567,37.7477,35.3192,16.6638,26.9067,25.1665,30.2895,38.8374,39.6425,40.5704,47.1631,57.4896,70.9041,80.8991,80.8373,72.0233,83.4883,81.4958,96.5541,94.5302,110.3048,121.7259,132.636,126.6531,140.5133,138.6413,159.3564,165.8432,191.7951,182.1245,152.3615,137.3566,157.6298,175.6481,183.5518,179.1181,204.7094,245.1925,242.8554,223.1594,234.3834,241.1852,283.9352,260.7307
ED US  EQUITY,TOT_RETURN_INDEX_NET_DVDS,30.5918,32.0729,34.1169,34.7751,32.4859,31.4081,33.5405,35.1309,35.099,41.22,50.4276,58.2201,58.0558,66.3091,68.1039,59.0458,59.6382,55.3734,46.7138,40.1237,41.4573,48.5637,55.6172,54.4104,59.2256,61.4077,61.6838,64.9171,65.4822,63.8939,68.9546,62.8435,71.7235,68.4945,73.2773,76.1225,69.6256,74.6409,78.6608,76.8189,86.3735,90.6125,87.5669,83.2563,86.2053,90.7572,95.5719,102.7326,91.8199,95.4087,101.9236,83.9707,83.846,93.4534,85.8627,88.6717,85.1261,94.5302,106.3764,105.7622,103.7021,117.4947,122.2446,126.6016,134.3863,145.5038,159.9154,152.1821,163.6635,159.1173,149.1617,165.6873,159.9137,152.7889,154.8217,152.0194,165.4857,164.2163,193.2112,180.3625,172.9595,201.7105,195.9355,235.799,249.7962,235.8896,233.0382,247.9058,260.2292,261.9498,277.9528,257.3835,259.9738,256.3192,259.5524
DUK US  EQUITY,TOT_RETURN_INDEX_NET_DVDS,37.1487,39.3145,43.4364,46.7623,47.9507,44.1064,44.236,42.6925,46.9275,48.9419,55.4367,60.23,60.5051,68.215,66.6047,57.5095,57.6964,59.0195,54.2116,57.3815,62.1758,95.3637,95.3958,96.2932,88.4168,86.4164,90.2875,87.6163,72.6342,46.1116,46.7698,35.4876,49.4762,44.8835,52.3488,58.5846,53.3546,60.9302,68.1624,76.1491,81.6299,80.9728,77.0991,82.7836,84.31,87.6266,97.342,103.2193,94.0569,97.2329,106.1361,95.0499,93.6466,95.1322,83.1555,80.5542,83.4479,91.4394,101.4621,97.6388,97.1175,109.0362,111.1402,114.8182,120.6447,129.9331,144.765,139.9067,155.3525,147.1612,146.7376,168.8102,158.6355,158.717,165.821,173.0148,182.2023,185.6849,209.53,194.4454,180.7552,186.1443,186.9832,213.547,229.519,216.3207,212.2051,226.7036,233.4579,236.7964,239.7002,223.3559,230.7344,236.1247,257.3978
GD US  EQUITY,TOT_RETURN_INDEX_NET_DVDS,11.271,14.052,15.25,15.184,16.207,18.123,18.727,18.003,20.096,23.602,23.476,23.452,25.41,27.591,32.528,35.566,38.267,34.813,29.528,27.975,29.531,35.672,44.483,35.919,44.731,50.962,46.097,54.582,61.979,47.537,46.575,32.441,42.963,46.459,54.014,53.564,59.989,61.68,63.414,65.129,67.133,73.268,70.135,78.96,81.074,89.08,92.695,95.525,98.17,106.406,112.49,105.75,107.242,94.16,74.051,53.821,72.801,84.906,90.118,102.601,78.816,84.536,96.136,104.335,102.843,78.513,92.397,102.765,93.053,93.998,99.981,101.771,113.969,128.254,140.952,161.616,173.93,190.669,207.506,205.58,216.753,211.031,211.162,203.033,217.651,242.536,271.225,295.336,313.944,327.162,325.046,354.352,300.3,331.422,255.658
